가맹점명,소재지도로명주소,위도,경도,카테고리,메뉴
스프링 비스트로,서울특별시 마포구 양화로1길 25,37.54984525,126.9103687,이탈리아음식,"클레식 라구 파스타: 소 아롱사태 부위를 장시간 끊인 이태리 시골풍의 토마토 라구 소스와 진한 치즈향이 어우러진 파스타; 스프링 치킨 라이스: 20여가지의 시즈닝으로 숙성한 치킨 오븐구이와 팬프라이한 라이스; 명란알리오올리오: 장인이 만든 명품 명란과 마늘,청양고추가 들어간 알싸한 맛의 오일 파스타; 딱새우로제파스타: 제주산 딱새우살이 가득 들어간 새우 향의 로제 크림파스타; 고등어파스타: 부산에서 직접 올라오는 제철 고등어와 마늘 케이퍼가 들어간 오일 파스타; 하우스 샐러드: 신선한 샐러드와 프렌치드레싱,그라노파다노 치즈; 떡갈비라이스: 100%소고기,쌀떡,특제 간장소스로만든 떡갈비와 팬프라이한 라이스; 햄&치즈피자: 양질의 파마산치즈,계란,버섯,트러플오일; 쉬림프&바질: 향긋한 바질과 견과류로 만든 페스트와 탱탱한 새우 보리치즈; 채끝스테이크: 최상급 국내산 육우 채끝 스테이크와 구운 야채, 씨겨자."
스프링(SPRING),서울특별시 마포구 성미산로 198,37.56237555,126.9267686,"다이어트,샐러드","우삼겹 두부면 파스타: 12,500원; 연어 포케: 12,500원; 연어김밥: 10,500원; 크래미유부말이: 11,500원; 마녀스프: 5,500원; 바나나푸딩: 3,800원; 스프링어텀 샐러드: 7,500원; 닭가슴살 한식샐러드: 12,000원; 훈제오리한식샐러드: 12,500원; 떡갈비 한식샐러드: 12,500원; 두부 머쉬룸 샐러드: 11,500원; 새우 연두부 샐러드: 12,000원; 새우 파스타 샐러드: 12,000원; 계란김밥: 7,000원; 닭가슴살김밥: 7,500원"
스시앤(마포),서울특별시 마포구 동교로 148,37.55526335,126.9185293,"초밥,롤","오늘의초밥: 모듬초밥11P, 반우동, 감자고로케; 정식A세트: 초밥6P,사시미6P,육회,육회군함,반우동,튀김; 정식B세트: 초밥8P,사시미8P,육회,육회군함,반우동,감자고로케; 채소 불초밥: 30% 할인(5월 31일까지) 채소불초밥12p + 우동 + 감자고로케; 런치초밥: 10,000원; 런치스페셜: 15,000원; 특선모듬초밥: 모듬초밥15P, 반우동, 감자고로케; 활어모듬초밥: 활어초밥 10P, 반우동, 감자고로케; FRESH & GARLIC: 활어5P,갈릭5P, 반우동, 감자고로케; 그릴모듬초밥: 그릴모듬초밥12P, 반우동, 감자고로케; 나만의초밥A: 내가 원하는 초밥을 내맘대로 !! 총 12P를 마음껏 즐기세요; 나만의초밥B: 21,000원; 나만의초밥C: 25,000원; 모듬사시미: 42,000원; 광어사시미: 1인분"
스시윤,서울특별시 마포구 월드컵북로48길 24,37.57697671,126.8949735,일식당,"런치 카운터: 66,000원; 런치 룸: 55,000원; 디너 카운터: 130,000원; 디너 카운터 스페셜: 160,000원; 디너 룸: 100,000원; 디너 룸 스페셜: 130,000원"
스시코미치,서울특별시 마포구 동교로27길 3-14,37.55807528,126.9225519,일식당,"스페셜초밥14p+서비스1p+미니우동(15p): 연어3활어2묵은지1엔가와1장새우1대하생새우1크림불새우1와규불1민물장어1양념역돔1타코와사비1랜덤1; 생연어초밥+미니우동(10p): 19,000원; 생연어초밥+미니우동(12p): 22,000원; 믹스동(튀김덮밥 1등 대표메뉴+인기메뉴)말해뭐해요: 등심돈까스+가라아게+왕새우튀김; 사케동(특제양념밥+노르웨이산 특대 사이즈생연어): 양념밥위에 노르뤠이 생연어가 올라간 덮밥."
스시가마시,서울특별시 마포구 독막로 96,37.54754697,126.9240726,"초밥,롤","런치 스시세트: 초밥10P+샐러드+미소장국+튀김+면; 런치 돈까스세트: 초밥2P+샐러드+미소장국+돈까스+면; 모둠세트: 초밥12P+샐러드+남방스게+자왈무시+튀김+면+후식(과일); 스페셜세트: 초밥12P+샐러드+자왈무시+왕새우+남방스게+튀김+면+후식(과일); 특선B: 사시미5P+초밥14P +자왈무시+샐러드+튀김+면+후식; VIP특선: 사시미+초밥+생선조림+자왈무시+왕새우+튀김+면+후식; 커플세트: 46,000원; 카이센동: 18,000원; 혼사시미: 23,000원; 모듬사시미(중): 47,000원"
스시겐,서울특별시 마포구 양화로7길 6-12,37.55163272,126.9156392,"초밥,롤","정식코스 낮: 40,000원; 정식코스 저녁: 60,000~120,000원; 특 꽃초밥: 39,000원; 모듬초밥: 29,000원; 연어꽃초밥: 28,000원"
스시경,서울특별시 마포구 잔다리로 113,37.55707608,126.9137948,"초밥,롤","연어초밥(10p): 스시경만에 숙성방법으로 살살녹는듯한 맛을 선보입니다 (포장시 미니모밀대신 초밥1p더드려요); 특모듬초밥12p: 광어2연어2묵은지광어1참치2가리비1장어1생새우1간장새우1한치1(포장시미니모밀대신초밥2p더); 모듬회: 기본 광어연어참치3종에 당일시장상황에따라2~3종추가되는사시미에(연어날치알쌈+연어구이); 모듬초밥12p: 광어2연어1참치2생새우1찐새우2문어1한치1유부1계란1(포장시미니모밀대신초밥1p추가); 스폐셜모듬초밥12p: 가장좋은재료추천으로구성 오도로 와규 성게알 연어배꼽 네기도로등.(포장시미니모밀대신2p추가); 참다랑어초밥12p: 참다랑어 아카미 오도로 다진도로(네기도로)구성 포장시미니모밀대신스시2p써비스; 참다랑어사시미(16p): 52,000원; 광어+연어: 45,000원; 배꼽살(12p): 59,000원; 연어회: 42,000원; 광어회: 49,000원; 대뱃살(12p): 55,000원; 연어덮밥: 18,000원; 통간장새우5마리: 7,000원; 통간장새우15마리: 18,000원"
스시금강,서울특별시 마포구 양화로 72,37.55076702,126.9167163,일식당,"런치 닷찌 오마카세: 2023년2월부터 66,000원으러 인상됩니다; 디너 닷찌 오마카세: 130,000원; 런치 룸스시코스: 2023년2월부터 55,000원으로 인상됩니다; 디너 룸스시코스: 2023년2월부터 10만원 스시코스/13만원사시미코스중에 선택가능합니다; 디너 룸 사시미 코스: 스시는 나오지않습니다."
스시나마,서울특별시 마포구 망원로10길 6,37.5574428,126.906659,"초밥,롤","회덮밥: 8,000원; 우동: 6,000원; 청하: 6,000원; 맥주: 5,000원; 김치우동: 5,500원; 모든접시초밥: 1,500원"
스시노칸도,서울특별시 마포구 잔다리로6길 30,37.552221,126.920848,"초밥,롤","모든초밥 균일가: 2,200원; 광어회20p: 22,000원; 연어회20p: 22,000원; 참치회20p: 40,000원; 모듬회20p: 36,000원; 미니우동: 3,500원"
스시다이,서울특별시 마포구 월드컵북로 352-14,37.57749236,126.8932677,"초밥,롤","사시미정식(1인): 인당(사시미+초밥3pc+수제 왕새우튀김+계절면) 회식or모임각!!; 특모듬초밥(12pc): 기본 생선초밥과 민물장어 전복 참치뱃살 성게알,연어알등 고급재료만 구성되어 있습니다; 초밥세트(2인): 2인기준:초밥22pc+수제새우튀김2pc+계절면×2 1인:19000원(포장시 면>초밥1pc); 냉모밀: 살얼음 동동 냉모밀개시!!! 가격인상 없이 돌아왔습니다; 대방어세트: 대방어사시미,회무침,계절면(포장시 계절면 대신 초밥2pc); 시메사바: 사바 기름이 맛있게 올랐습니다 초밥과 사시미로 내어드립니다; 우니한판: 신선하고 녹진한 우니를 김에 오이와 싸드시는 음식 (단새우추가+10000); 치즈도후: 치즈와 두부의 콜라보!! 단짠단짠!!(소주,화요같은 독주나 하이볼 안주로 추천); 후토마끼(일본식 회김밥): 5p15000원 10p25000원(디너만가능); 짬뽕세트(2인): 2인기준:모듬초밥×2+나가사키짬뽕+고로케 (포장불가); 연어사시미(22pc): 매일 손질하는 싱싱한 노르웨이산 연어를 부족함없이 두툼하게 썰어드립니다; 광어초밥 10pc: 25,000원; 광어+연어초밥 10pc: 25,000원; 생연어 초밥 10pc: 24,000원; 광어+소고기 초밥 10pc: 19,000원"
스시마루,서울특별시 마포구 마포대로4길 29-6,37.53822882,126.9469387,"초밥,롤","스페셜초밥: 광어,연어,도미,숭어,농어,간장새우,초새우 그날그날 잡은 활어가 나옵니다; 모듬초밥: 광어,연어,도미 새우,소라,한치,가리비; 마루특초밥: 활어,연어,참치,장어,초새우; 광어초밥: 광어로만 즐기는 싱싱 활어 초밥; 연어초밥: 18,000원; 냉모밀셋트: 시원한 냉모밀과 활어초밥4pcs; 냉모밀: 얼음동동 냉모밀; 새우튀김우동: 쫄깃한운동에 고소한튀김새우~; 돈까스: 9,000원; 회덮밥: 9,000원; 모듬사시미: 싱싱한 활어와 연어 참치 로 즐기는 2~3인 사시미 메뉴입니다; 모듬 특 사시미: 싱싱한 활어와 연어 참치 로 즐기는 4인 사시미 메뉴입니다; 새우튀김(12pcs): 12,000원; 시사모 구이(12pcs): 알이 꽉차고~고소한 사이드안주 열빙어 구이입니다; 연어 배꼽살 구이: 간단한 사이드 술안주로 좋은~ 고소하고 부드러운~ 연어배꼽구이 입니다"
스시모리지,서울특별시 마포구 광성로6길 54,37.54770596,126.9396761,"초밥,롤","평일 런치 오마카세: 4인 이상 예약시 원하시면 저녁 코스와 동일하게 진행해드립니다. 요청사항에 적어주세요!; 주말 런치 오마카세: 숲길 속 주말에 즐기는 스시오마카세; 평일[일~목] 디너 오마카세: 일요일부터 목요일까지 저녁에 준비되는 스시오마카세; 금/토 스페셜 디너 오마카세: 금,토 저녁에 준비되는 특별한 스시오마카세"
스시복,서울특별시 마포구 마포대로12길 34,37.54751523,126.9546847,일식당,"사시미모리아와세 2인: 스시복의 시그니처 매일 준비되는 신선한 제철 재료로 구성된 모둠 숙성회; 스페셜스시 12p: 흰살 오징어 새우 연어 참다랑어뱃살&속살 계절생선 안키모유부 장어 마끼; 런치A세트 (2인이상): 차완무시, 마구로타르타르, 사시미5p, 초밥6p, 새우튀김, 우동; 특선스시 10p: 흰살 날개오징어 새우 연어 참다랑어속살 마끼 안키모유부; 프리미엄스시 15p: 흰살 날개오징어 가리비관자 새우 연어 아카미 오토로 계절생선 마끼 안키모유부 장어; 후토마끼: 18,000원; 도미머리조림: 25,000원; 도미머리구이: 22,000원; 메로구이: 25,000원; 연어사시미: 35,000원; 전복내장파스타: 25,000원; 치킨난반: 치킨가라아게와 난반소스; 연어스시 10p: 20,000원; 마구로마끼: 참다랑어(혼마구로)뱃살, 속살로 만든 레알 참치김밥; 사바보우즈시 (고등어봉초밥): 한정메뉴"
스마일,서울특별시 마포구 월드컵로 235,37.56519693,126.8984865,떡볶이,"즉석떡볶이: 4,500원; 치즈볶음밥: 3,500원; 기본볶음밥: 2,500원; 라면사리: 2,000원; 쫄면사리: 2,000원; 라쫄사리: 2,000원; 오뎅사리: 2,000원; 야채사리: 2,000원; 떡사리: 3,000원; 치즈사리: 3,000원; 야끼만두: 800원; 김말이: 800원; 삶은계란: 800원; 냄비오뎅: 3,000원; 냄비라면: 4,500원"
스마일 꽈배기,서울특별시 마포구 숭문길 10,37.54691201,126.9456059,베이커리,"꽈배기 3개: 2,500원; 도너츠 1개: 1,000원; 공룡알 3개: 2,500원; 감자고로케: 2,000원; 핫도그 1개: 2,000원; 치즈볼 3개: 2,500원"
스마일꽈배기,서울특별시 마포구 서강로 95,37.55204386,126.9321001,스마일명품찹쌀꽈배기,"찹쌀 꽈배기 3개: 2,500원; 찹쌀 도너츠 3개: 2,500원; 찹쌀 팥씨앗도너츠 1개: 1,500원; 찹쌀 핫도그 1개: 1,500원; 찹쌀 햄야채빵: 3,000원"
스마일찹쌀꽈배기,서울특별시 마포구 월드컵북로 224,37.56980492,126.904699,스마일명품찹쌀꽈배기,"꽈배기(3개): 2,000원; 찰도너츠(3개): 2,000원; 팥도너츠: 1,000원; 핫도그: 1,500원; 크림치즈도넛: 1,500원"
스매쉬보이,서울특별시 마포구 와우산로15길 37,37.54899207,126.9214829,햄버거,"스매쉬버거: 8,500원; 칠리스매쉬버거: 8,000원; 캘리포니아클래식: "
스몰럭（smallucke）,서울특별시 마포구 잔다리로 130,37.55839513,126.9131984,"카페,디저트","꿀토마토 소르베: 6,000원; 크림라떼: 6,000원; 코코넛 아포가토: 7,000원; 복숭아얼그레이 티에이드: 6,500원; 레몬라즈베리 에이드: 7,000원"
스몰베트남,서울특별시 마포구 포은로 88,37.55489017,126.9053947,베트남음식,"분짜: 12,000원; 스프링롤: 7,000원; 양지쌀국수: 9,000원; 수제 새우딤섬: 7,000원"
순정식당,서울특별시 마포구 독막로 188,37.54725425,126.9345334,한식,"한우안심철판구이: 35,000원; 한우수육(중): 일품메뉴; 한우수육(대): 일품메뉴; 수육고기추가: 20,000원; 맑은한우국밥: 12,000원; 맑은한우국밥(특): 15,000원; 얼큰한우국밥: 12,000원; 얼큰한우국밥(특): 15,000원"
숯닭,서울특별시 마포구 월드컵로 37,37.55246089,126.9116322,닭갈비,"숯불닭갈비(궁중맛,양념맛): 13,000원; 매운닭발: 13,000원; 껍데기: 7,000원; 감자전: 12,000원; 김치전: 10,000원; (식사메뉴) 비지찌개: 8,000원; (식사메뉴) 김치찌개: 8,000원; (식사메뉴) 된장찌개: 8,000원; (사이드메뉴) 묵사발: 5,000원; (사이드메뉴) 주먹밥: 3,000원; (사이드메뉴) 계란찜: 5,000원"
숯돌이네돼지,서울특별시 마포구 월드컵로36길 40,37.5677809,126.9050592,돼지고기구이,"양념갈비: 16,000원; 삼겹살: 15,000원; 목살: 15,000원; 막창: 13,000원; 껍데기: 7,000원"
숯불설레임,서울특별시 마포구 포은로 75,37.55384657,126.9055684,"육류,고기요리","👍숯불 소갈비살 170g: 작업후 숙성하여 특제소스를 더하다; 김치양푼칼국수(베스트 사이드): 숯불설레임의 시그니처 볶음밥은 NO; 👍설레임 삼겹살 180g: 9,500원; 👍파워 양념갈비 220g: 12,500원; 👍파이팅 목살 180g: 9,500원; 👍초이스 우삼겹 170g: 단골손님들의 요청으로 숯불불고기 탄생 우삼겹에 특제 소스을 더하다; 망원동 껍데기 160g: 추가주문 가능합니다; 버섯구이: 3,500원; 냉면(물/비빔): 5,500원; 계란찜: 3,500원; 된장찌개: 3,000원; 공기밥: 공기밥 소진시 햇반 제공"
숲길해장,서울특별시 마포구 대흥로 80-14,37.5469408,126.9417691,해장국,"해장국: 11,000원; 내장탕: 13,000원; 수육: 34,000원; 해장전골: 29,000원; 내장전골: 34,000원"
쉐시몽,서울특별시 마포구 월드컵로10길 48,37.55527799,126.9142283,프랑스음식,"런치: 70,000원; 디너: 98,000원"
"쉐프, 장 과자점",서울특별시 마포구 토정로 219,37.54500867,126.9353122,베이커리,"쌀카스테라: 3,000원; 크림치즈페스트리: 3,500원; 또띠아: 3,000원"
쉐프수,서울특별시 마포구 동교로 262-8,37.56276044,126.9254954,패밀리레스토랑,안심 스테이크: Tenderloin steak (180g); 대구 스테이크: 오직 쉐프수에서만 맛볼 수 있는 시그니처 스테이크; 채끝 스테이크 파스타(소스 택1): Sirloin Steak Pasta(Tomato/Olio/Cream); 티본 스테이크 세트 (2인): T-bone steak(700g) +에피타이저+파스타 1종 + 하우스와인 or 에이드 2잔; 이베리코 목살 스테이크: Iberico Pork Steak (180g); 목살 스테이크: Grilled pork steak (180g); 함박 스테이크: Hamburger steak(200g); 부채살 스테이크: Top Blade Steak (200g); 채끝 스테이크: Sirloin Steak (180g); 양갈비 스테이크: Lamb Rib steak (250g); 꽃등심 스테이크: Ribeye steak; ===Pasta&Rissoto===: 무료; 아라비아따 토마토 파스타: Arrabbiata tomato pasta; 알리오 올리오: Aglio e Olio e pasta; 크림 파스타: Cream pasta
수유리우동집아현집,서울특별시 마포구 굴레방로 29-1,37.55669491,126.9554847,"우동,소바","우동: 우동 김밥 비빔국수 열무국수 쫄면 등 모든 메뉴 포장 가능; 들깨수제비: 9,000원; 치즈김밥: 변동; 참치김밥: 4,500원; 스팸김밥: 4,500원; 갈비만두: 4,500원"
수저가,서울특별시 마포구 마포대로16길 8,37.55078299,126.956382,중식당,"수저가짬뽕: 8,000원; 고기짬뽕: 10,000원; 옛날짜장면: 6,000원; 음료수: 1,500원"
수제왕돈까스-한식,서울특별시 마포구 토정로37길 46,37.54255684,126.947388,한식,"수제왕돈까스: 8,000원; 제육볶음: 7,000원; 얼큰소고기국: 8,000원; 부대찌개: 7,000원; 김치찌개: 7,000원; 오징어볶음: 7,000원; 불고기뚝배기: 8,000원"
수타면남강,서울특별시 마포구 매봉산로2안길 22,37.57750147,126.8942412,중식당,"짜장면: 8,500원; 짬뽕: 10,000원"
