지역,가맹점명,분류,주소,전화번호
전북 ,롯데컬처웍스㈜롯데시네마 군산나운(온라인),영상,전라북도 군산시 백토로 198 ,1544-8855
전북 ,롯데컬처웍스㈜롯데시네마 군산몰(온라인),영상,전라북도 군산시 조촌로 130 ,1544-8855
서울 ,롯데컬처웍스㈜롯데시네마 김포공항(온라인),영상,서울특별시 강서구  하늘길 38 ,1544-8855
경남 ,롯데컬처웍스㈜롯데시네마 김해부원(온라인),영상,경상남도 김해시 김해대로 2352 ,1544-8855
경남 ,롯데컬처웍스㈜롯데시네마 김해아울렛(온라인),영상,경남 김해시 장유면 신문리75-5 ,1544-8855
서울 ,롯데컬처웍스㈜롯데시네마 노원(온라인),영상,"서울 노원구 동일로 1414 (상계동, 롯데백화점노원점) 10층 ",1544-8855
대구 ,롯데컬처웍스㈜롯데시네마 대구광장(온라인),영상,대구광역시 서구 달구벌대로 1691M프라자 4층 ,1544-8855
대전 ,롯데컬처웍스㈜롯데시네마 대전둔산(온라인),영상,대전광역시 서구 대덕대로 325제10층제1호및제12층제1호 ,1544-8855
서울 ,롯데컬처웍스㈜롯데시네마 독산(온라인),영상,서울특별시 금천구 시흥대로 399 ,1544-8855
부산 ,롯데컬처웍스㈜롯데시네마 동래(온라인),영상,부산광역시 동래구 중앙대로 1393 ,1544-8855
부산 ,롯데컬처웍스㈜롯데시네마 동부산아울렛(온라인),영상,부산광역시 기장군 기장읍 기장해안로 147 3층,1544-8855
대구 ,롯데컬처웍스㈜롯데시네마 동성로(온라인),영상,대구광역시 중구 동성로2길 95 ,1544-8855
강원 ,롯데컬처웍스㈜롯데시네마 동해(온라인),영상,강원도 동해시 한섬로 111-75층 501호 ,1544-8855
경기 ,롯데컬처웍스㈜롯데시네마 마석(온라인),영상,경기도 남양주시 화도읍 경춘로 1992롯데마트 마석점 ,1544-8855
경기 ,롯데컬처웍스㈜롯데시네마 병점(온라인),영상,경기도 화성시 병점1로 218 ,1544-8855
부산 ,롯데컬처웍스㈜롯데시네마 부산본점(온라인),영상,부산광역시 부산진구 가야대로 772 ,1544-8855
경기 ,롯데컬처웍스㈜롯데시네마 부천(신중동역)(온라인),영상,경기도 부천시  길주로 280 프리머스 부천타워 ,1544-8855
인천 ,롯데컬처웍스㈜롯데시네마 부평(온라인),영상,"인천 부평구 대정로 66 (부평동, 다운타운일레븐) ",1544-8855
인천 ,롯데컬처웍스㈜롯데시네마 부평역사(온라인),영상,인천 부평구 부평동738-21번지 부평역사 7층 ,1544-8855
부산 ,롯데컬처웍스㈜롯데시네마 사상(온라인),영상,부산광역시 사상구 사상로 201부산서부버스터미널 3~5층 ,1544-8855
경기 ,롯데컬처웍스㈜롯데시네마 산본피트인(온라인),영상,"경기도 군포시 번영로 4859,10층 ",1544-8855
대구 ,롯데컬처웍스㈜롯데시네마 상인(온라인),영상,대구 달서구 상인동241 ,1544-8855
충북 ,롯데컬처웍스㈜롯데시네마 서청주(온라인),영상,충북 청주시 흥덕구 비하동332-1 ,1544-8855
대구 ,롯데컬처웍스㈜롯데시네마 성서(온라인),영상,대구 달서구 이곡1동1244-1 ,1544-8855
부산 ,롯데컬처웍스㈜롯데시네마 센텀시티(온라인),영상,부산 해운대구 우동센텀시티 1496번지 롯데백화점 8층 ,1544-8855
경기 ,롯데컬처웍스㈜롯데시네마 센트럴락(온라인),영상,경기도 안산시 단원구 고잔동 고잔로 108 7~10층 ,1544-8855
경기 ,롯데컬처웍스㈜롯데시네마 송탄(온라인),영상,경기도 평택시 관광특구로 198층 ,1544-8855
광주 ,롯데컬처웍스㈜롯데시네마 수완(아울렛)(온라인),영상,광주광역시 광산구  장신로 98 롯데마트 ,1544-8855
경기 ,롯데컬처웍스㈜롯데시네마 수원(수원역)(온라인),영상,경기도 수원시 권선구  세화로 118 롯데몰5층 (서둔동),1544-8855
서울 ,롯데컬처웍스㈜롯데시네마 수유(온라인),영상,서울특별시 강북구 도봉로 30810-14층 ,1544-8855
서울 ,롯데컬처웍스㈜롯데시네마 신도림(온라인),영상,"서울특별시 구로구 경인로 662제타워동 7,8층 ",1544-8855
서울 ,롯데컬처웍스㈜롯데시네마 신림(온라인),영상,서울 관악구 신림동1641-2 포도몰 10층-15층 ,1544-8855
충남 ,롯데컬처웍스㈜롯데시네마 아산터미널(온라인),영상,충청남도 아산시 번영로 224아산터미널영화관 9~10층 ,1544-8855
경기 ,롯데컬처웍스㈜롯데시네마 안산(온라인),영상,"경기 안산시 상록구 충장로 427 (성포동, 롯데마트) 4층 ",1544-8855
경기 ,롯데컬처웍스㈜롯데시네마 안산고잔(온라인),영상,경기도 안산시 단원구 광덕대로 141 ,1544-8855
경기 ,롯데컬처웍스㈜롯데시네마 안성(온라인),영상,경기 안성시 공도읍롯데마트 안성점 1층 ,1544-8855
서울 ,㈜파랑새투어,여행사,서울특별시 중구  무교로 32 효령빌딩 ,02-755-8555
경기 ,롯데컬처웍스㈜롯데시네마 안양(온라인),영상,경기도 안양시 만안구 만안로 224 ,1544-8855
경기 ,롯데컬처웍스㈜롯데시네마 안양일번가(온라인),영상,경기도 안양시 만안구 안양로 3119-13층 ,1544-8855
서울 ,롯데컬처웍스㈜롯데시네마 에비뉴엘(온라인),영상,"서울 중구 소공동에비뉴엘 6층, 7층 ",1544-8855
서울 ,롯데컬처웍스㈜롯데시네마 영등포(온라인),영상,"서울 영등포구 경인로 102길 13 (영등포동, 시네마동) 7층 ",1544-8855
부산 ,롯데컬처웍스㈜롯데시네마 오투(부산대)(온라인),영상,부산광역시 금정구 중앙대로 1607 ,1544-8855
서울 ,롯데컬처웍스㈜롯데시네마 용산(온라인),영상,서울특별시 용산구 청파로 744~5층 ,1544-8855
울산 ,롯데컬처웍스㈜롯데시네마 울산(온라인),영상,울산 남구 삼산동1480-1 ,1544-8855
울산 ,롯데컬처웍스㈜롯데시네마 울산성남(온라인),영상,울산광역시 중구 젊음의2거리 33 ,1544-8855
서울 ,롯데컬처웍스㈜롯데시네마 월드타워(온라인),영상,서울특별시 송파구 올림픽로 300엔터동롯데시네마 5~11층 ,1544-8855
대구 ,롯데컬처웍스㈜롯데시네마 대구율하(온라인),영상,대구광역시 동구  안심로 80 롯데쇼핑프라자 ,1544-8855
경기 ,롯데컬처웍스㈜롯데시네마 의정부민락(온라인),영상,경기 의정부시 민락동민락2지구 206-2 해동타워8층 ,1544-8855
인천 ,롯데컬처웍스㈜롯데시네마 인천아시아드(온라인),영상,인천광역시 서구 봉수대로 806 ,1544-8855
전북 ,롯데컬처웍스㈜롯데시네마 전주(온라인),영상,전북 전주시 완산구 온고을로 2 (서신동) 7층 ,1544-8855
전북 ,롯데컬처웍스㈜롯데시네마 전주평화(온라인),영상,전라북도 전주시 완산구 백제대로 10 ,1544-8855
경기 ,롯데컬처웍스㈜롯데시네마 진접(온라인),영상,경기도 남양주시 진접읍 해밀예당1로 36 ,1544-8855
경남 ,롯데컬처웍스㈜롯데시네마 진주혁신(온라인),영상,경남 진주시 충무공동35 5~6층(진주롯데몰) ,1544-8855
경남 ,롯데컬처웍스㈜롯데시네마 진해(온라인),영상,경상남도 창원시 진해구 진해대로 752 ,1544-8855
경남 ,롯데컬처웍스㈜롯데시네마 창원(온라인),영상,경남 창원시 성산구 상남동 롯데백화점3층 ,1544-8855
서울 ,롯데컬처웍스㈜롯데시네마 청량리(온라인),영상,서울 동대문구 전농동591-53 ,1544-8855
충북 ,롯데컬처웍스㈜롯데시네마 청주용암(온라인),영상,충청북도 청주시 상당구 1순환로 12331~4층(용암동) ,1544-8855
경기 ,롯데컬처웍스㈜롯데시네마 파주아울렛(온라인),영상,경기 파주시 문발동104-1 ,1544-8855
경기 ,롯데컬처웍스㈜롯데시네마 파주운정(온라인),영상,"경기 파주시 목동동927 3층,4층 ",1544-8855
서울 ,롯데컬처웍스㈜롯데시네마 합정(온라인),영상,서울 마포구 합정동메세나폴리스 2층 ,1544-8855
경기 ,롯데컬처웍스㈜롯데시네마 향남(온라인),영상,경기도 화성시 향남읍 상신하길로298번길 7-21 ,1544-8855
서울 ,롯데컬처웍스㈜롯데시네마 홍대입구(온라인),영상,서울특별시 마포구 양화로 176 ,1544-8855
대전 ,롯데컬처웍스㈜롯데시네마 대전센트럴(온라인),영상,대전광역시 서구  대덕대로 216 둔산동 ,1544-8855
경기 ,롯데컬처웍스㈜롯데시네마 용인기흥(온라인),영상,경기도 용인시 기흥구 중부대로 494 ,1544-8855
경기 ,롯데컬처웍스㈜롯데시네마 성남중앙(신흥역)(온라인),영상,경기도 성남시 수정구  산성대로 267 ,1544-8855
경기 ,롯데컬처웍스㈜롯데시네마 용인역북(온라인),영상,경기도 용인시 처인구 역북동  510-3 ,1544-8855
경남 ,롯데시네마 마산(합성동)(온라인),영상,경상남도 창원시 마산회원구  3·15대로 750 마산시외버스터미널 ,1544-8855
울산 ,울주문화예술회관,공연,울산 울주군 범서읍 천상중앙길 36 ,052-229-9500
울산 ,중구문화의전당,공연,울산 중구 종가로 405 ,052-290-4000
충남 ,홍주문화회관,공연,충남 홍성군 홍성읍 내포로 164  ,041-634-0021
경북 ,문경문화예술회관,공연,경상북도 문경시  신흥로 85 문경시민문화회관 ,054-550-8949
대전 ,숲나들e 자연휴양림(국립자연휴양림관리소),관광지,대전광역시 서구  복수북로 21 국립자연휴양림관리소 ,1588-3250
울산 ,영남알프스 복합웰컴센터 알프스시네마(울주군청),영상,울산광역시 울주군 상북면 알프스온천5길 103-8 ,052-254-0267
서울 ,홍익여행㈜,여행사,서울특별시 중구  통일로 26 한일빌딩 12층,02-717-1002
서울 ,대한극장,영상,서울특별시 중구  퇴계로 212 대한극장 ,02-3393-3500
경기 ,벅스,음악,경기도 성남시 분당구  대왕판교로645번길 16 NHN ,1566-4882
서울 ,펜션라이프,숙박,서울특별시 강남구  논현로75길 8 비드 빌딩 ,1544-7317
경기 ,4레인(SA LANE),체육용품,경기도 부천시  송내대로 14 송내파인푸르지오 2단지 1층상가,032-666-4441
울산 ,북구문화예술회관,공연,울산광역시 북구  산업로 1010 북구청 ,052-241-7350
서울 ,대한항공,교통수단,서울특별시 강서구  하늘길 260 대한항공 ,02-2656-7114
제주 ,북파니(온라인),도서,"제주 제주시 중앙로 335, 비1층(오프라인) ",064-751-1020
경남 ,비토 국민여가 캠핑장(사천시시설관리공단),관광지,경상남도 사천시 서포면 용궁로 132 관리사무소 ,070-8988-4000
서울 ,CGV,영상,서울특별시 용산구  한강대로23길 55 용산민자역사 아이파크몰 6층,1544-1122
광주 ,국립아시아문화전당,공연,광주광역시 동구  문화전당로 38 아시아문화전당 ,1899-5566
경기 ,티켓링크 전시,미술,경기도 성남시 분당구  대왕판교로645번길 16 NHN ,1588-7890
서울 ,교보문고,도서,서울특별시 종로구  종로 1 교보생명빌딩 ,1544-1900
서울 ,(주)여행박사,여행사,서울특별시 용산구  한강대로 313 ,02-6717-2700
충남 ,당진교육문화스포츠센터,체육시설,충남 당진시 당진중앙2로 132-30 ,041-360-6901
대전 ,코레일관광공사(한국철도공사),교통수단,대전광역시 동구  중앙로 240 한국철도공사 ,1544-7788
경남 ,시민스포츠센터((재)김해문화재단),체육시설,경상남도 김해시  김해대로 2060 김해문화의전당 ,055-333-0222
제주 ,서귀포시 E-Ticket,공연,제주 서귀포시 중앙로 105(서흥동) ,064-760-3373
서울 ,티머니(고속버스),교통수단,서울특별시 서초구  신반포로 194 강남고속버스터미널 ,1644-9030
서울 ,노랑풍선,여행사,"서울특별시 중구 수표로 31, 노랑풍선빌딩 ",1588-4954
경기 ,롯데컬처웍스㈜롯데시네마 서수원(온라인),영상,경기도 수원시 권선구 금곡동 1114-1 ,1544-8855
서울 ,예림당,도서,서울특별시 성동구  아차산로 153 예림출판문화센터 ,02-566-1004
경기 ,㈜유니위즈(캠프링크),관광지,경기도 안산시 단원구  고잔로 54 에이스타워 ,1688-4722
경기 ,로데브㈜(공연티켓정산대행),공연,"경기 안양시 동안구 시민대로 327번길 11-41, 610호 ",070-5101-4010
경기 ,오산시티투어(오산시청),관광지,경기도 오산시  성호대로 141 오산시청 ,031-8036-7973
서울 ,도서출판 점자 (주식회사 도서출판점자),도서,"서울 성동구 아차산로17길 57, 1203호 (성수동2가, 일신건영휴먼테코) ",02-3426-7511
광주 ,더키이스케이프 방탈출카페,문화체험,광주광역시 북구  호동로63번길 74 2층,062-432-8001
경기 ,롯데컬처웍스㈜롯데시네마 위례(온라인),영상,경기 성남시 수정구 위례광장로 104(창곡동) ,1544-8855
경남 ,(재)김해문화재단 김해낙동강레일파크(온라인),관광지,경남 김해시 생림면 마사로 473번길 41 ,055-333-8359
경남 ,(재)김해문화재단 김해문화의전당(온라인),공연,경남 김해시 김해대로 2060 ,055-320-1234
대구 ,롯데시네마 대구현풍(온라인),영상,대구 달성군 현풍면 중리 490 ,1544-8855
인천 ,롯데컬처웍스㈜롯데시네마 인천터미널(온라인),영상,"인천 남구 연남로35, 지하1층(관교동) ",1544-8855
서울 ,롯데컬처웍스㈜롯데시네마 서울대입구(온라인),영상,서울특별시 관악구 남부순환로 182010~12층 ,1544-8855
부산 ,롯데컬처웍스㈜롯데시네마 대영(온라인),영상,부산광역시 중구 비프광장로 37 ,1544-8855
서울 ,서울레코드,음악,서울특별시 종로구  종로 154 서울레코드,02-2265-9298
인천 ,스쿨뮤직,음악,인천광역시 중구 관동3가  5-1 프린스빌딩 6층,1566-5150
경기 ,재단법인 광명문화재단(온라인),공연,경기도 광명시  시청로 20 광명시청 광명시시민회관내(철산동),02-2621-8845
서울 ,웨슬리퀘스트안양KGC 인삼공사 배구단 (KGC인삼공사 스포츠센터),스포츠관람,서울특별시 마포구  성암로 189 중소기업 DMC 타워 8층 웨슬리퀘스트,02-752-8041
서울 ,웨슬리퀘스트 수원 현대건설 힐스테이트(수원실내체육관),스포츠관람,서울특별시 마포구  성암로 189 중소기업 DMC 타워 8층 웨슬리퀘스트,02-752-8041
서울 ,작가의 탄생,도서,서울특별시 용산구  청파로47길 90 숙명여자대학교 숙명여대 창업보육센터 302호,02-1522-3864
서울 ,(주)로망스투어,여행사,서울특별시 구로구  경인로53가길 10 구로대명벨리온 1304호,02-318-1664
서울 ,하이뮤직,음악,서울특별시 양천구  오목로42길 5 1층 하이뮤직,02-1661-5689
서울 ,(재)서울문화재단 남산예술센터,공연,서울특별시 중구  소파로 138 남산예술센터,02-758-2150
서울 ,티머니(시외버스),교통수단,서울특별시 중구  후암로 110 서울시티타워빌딩 10층 ,1644-3070
경기 ,롯데컬처웍스㈜롯데시네마 수지(온라인),영상,경기도 용인시 수지구  성복2로 38 ,1544-8855
대구 ,두류수영장(대구시설공단),체육시설,대구광역시 달서구  공원순환로 237 두류수영장 ,053-623-2156
서울 ,쏙쏙체험(주식회사 쏙쏙),여행사,서울특별시 광진구  능동로 318 정우빌딩 301호,02-2633-7131
광주 ,승촌보 캠핑장(주식회사 유포러스),관광지,광주광역시 남구  승촌보길 90 승촌보 캠핑장,061-333-9638
서울 ,WATERGATE (워터게이트),체육용품,서울특별시 강남구  선릉로 524 선릉대림아크로텔 621호 ,070-4677-1102
대구 ,벧엘스포츠,체육용품,대구 북구  칠성남로 177 ,053-428-0861
서울 ,서울대운동용품,체육용품,서울특별시 관악구  관악로 1 서울대학교 71동 종합체육관 1층,02-880-5234
강원 ,롯데컬처웍스㈜롯데시네마 원주무실(온라인),영상,강원도 원주시  능라동길 51 씨네시티타워 9층,1544-8855
경기 ,코코몽에코파크 용인점(주식회사 팜트리),관광지,경기도 용인시 수지구  동천로 581 고기리참숯가마찜질방 코코몽에코파크 (고기동 272번지),1661-0568
서울 ,리디북스(리디 주식회사),도서,서울특별시 강남구  테헤란로 325 어반벤차빌딩 10층,1644-0331
서울 ,서울돈화문국악당((주)인사이트모션 서울돈화문국악당),공연,서울특별시 종로구  율곡로 102 ,02-3210-7001
서울 ,승우여행사,여행사,서울특별시 용산구  한강대로 162-2 202호,02-720-8311
서울 ,웨슬리퀘스트 서울 우리카드 위비(서울장충체육관),스포츠관람,서울특별시 마포구  성암로 189 중소기업 DMC 타워 8층웨슬리퀘스트,02-752-8041
서울 ,(주)모두투어네트워크,여행사,서울특별시 중구  을지로 16 프레지던트호텔 백남빌딩 5층,02-755-6776
서울 ,웨슬리퀘스트 성남 한국도로공사 하이패스 (성남실내체육관),스포츠관람,서울특별시 마포구  성암로 189 중소기업 DMC 타워 8층 웨슬리퀘스트,02-752-8041
서울 ,웨슬리퀘스트 인천 흥국생명핑크스파이더스(인천계양체육관),스포츠관람,서울특별시 마포구  성암로 189 중소기업 DMC 타워 8층 웨슬리퀘스트,02-752-8041
경기 ,우드세이악기(우드세이),음악,경기도 안양시 동안구  관악대로 267 304호,031-383-2452
서울 ,웨슬리퀘스트 수원 한국전력빅스톰(수원실내체육관),스포츠관람,서울특별시 마포구  성암로 189 중소기업 DMC 타워 8층 웨슬리퀘스트,02-752-8041
경기 ,크로바뮤직,음악,경기도 평택시  이충로 118 ,031-666-1252
서울 ,KCDF온라인숍 공예정원,미술,서울특별시 종로구  율곡로 53 해영회관 5층,1588-7915
서울 ,떠나요닷컴(숙박)(주식회사 떠나요),숙박,서울특별시 성동구  광나루로6길 54 2층,02-813-0960
서울 ,여기어때((주)여기어때컴퍼니),숙박,"서울 강남구 봉은사로 479, 11층(삼성동, 479타워) ",1544-4087
서울 ,웨이브(wavve)(콘텐츠웨이브주식회사),영상,"서울 마포구 상암산로 82, 14층 ",1599-3709
서울 ,아고다,숙박,"서울 중구 을지로 100, 9층(을지로2가, 파인에비뉴) ",02-6022-2443
서울 ,서울자전거 따릉이(서울시설공단),체육용품,서울 중구 세종대로 110 ,1599-0120
대전 ,롯데컬처웍스㈜롯데시네마 대전관저(온라인),영상,대전광역시 서구  봉우로8번길 23 ,1544-8855
서울 ,경은어쿠스틱(경은상사),음악,서울특별시 종로구  삼일대로 428 낙원상가 2층 B동 282호(낙원동),02-744-6433
서울 ,알라딘,도서,서울특별시 중구  서소문로 26 ,1544-2514
경기 ,롯데컬처웍스(주)롯데시네마 북수원(온라인),영상,경기도 수원시 장안구 천천동  516번지 3층,1544-8855
서울 ,문화N티켓(한국문화정보원),공연,서울특별시 마포구  월드컵북로 400 문화콘텐츠센터 6층,02-3153-2841
경북 ,칠곡보 오토캠핑장(주식회사 유포러스),관광지,경상북도 칠곡군 약목면 강변서로 110-43 칠곡보 캠핑장,054-974-7997
서울 ,SR(주식회사 에스알),교통수단,서울특별시 강남구  광평로 281 ,1800-1472
서울 ,찍스((주)디지털포토),미술,서울 서초구 반포대로20길 28(서초동) 찬우빌딩 2층 ,02-6710-2232
서울 ,두산아트센터(재단법인 두산연강재단),공연,서울특별시 종로구  종로33길 15 두산아트센터 ,02-708-5001
경기 ,도서출판 홀수,도서,경기도 성남시 분당구  느티로 16 젤존타워1 808-809호,1899-4761
서울 ,마이다노,체육시설,서울특별시 마포구  토정로 271 대현빌딩 ,070-7777-3036
서울 ,class101(주식회사클래스101),문화체험,서울특별시 중구  통일로 10 연세세브란스빌딩 18층,1800-2109
충북 ,청주 푸르미센터 수영장,체육시설,충북 청주시 흥덕구 가로수로 969-1 청주시시설관리공단(푸르미스포츠센터) ,043-270-8562
서울 ,야놀자,숙박,서울 강남구 테헤란로 108길 42 ,1644-1346
인천 ,여성문화회관 수영장,체육시설,인천 부평구 길주로 539 여성문화회관 ,032-511-3141
서울 ,YES24 티켓(예스24),공연,"서울시 영등포구 은행로 11, 5층~6층(여의도동,일신빌딩) ",1544-6399
서울 ,노원우주학교,관광지,서울특별시 노원구  동일로205길 13 서울영어과학교육센터 노원우주학교,02-971-6232
인천 ,인천서부여성회관,체육시설,인천 서구 서달로 12 ,032-458-7340
서울 ,올림픽기념국민생활관,체육시설,서울 종로구 성균관로 91 ,02-745-6701
서울 ,종로구민회관,체육시설,서울 종로구 지붕로5길 7-5 ,02-2148-4059
경기 ,카카오페이지,도서,"경기도 성남시 분당구  판교역로 221 (삼평동, 투썬월드빌딩 6층) ",1644-4755
서울 ,플레이티켓(플티 주식회사),공연,서울특별시 서대문구  증가로29길 36 한양아트빌 501호,02-322-3658
경북 ,롯데시네마 상주(온라인),영상,경상북도 상주시  중앙로 147 (서문동),1544-8855
서울 ,WATCHA(왓챠),영상,서울특별시 서초구  강남대로 343 신덕빌딩 신덕빌딩 3층,070-7554-9696
서울 ,종로문화체육센터(종로구시설관리공단),체육시설,서울 종로구 인왕산로1길 21 ,02-732-9393
경기 ,의왕레일바이크(경기의왕레일바이크 주식회사),관광지,경기도 의왕시  왕송못동로 209 의왕조류생태과학관 ,031-462-4001
충북 ,청주 롤러스케이트장,체육시설,충북 청주시 서원구 흥덕로 61 청주시시설관리공단(청주인라인롤러경기장) ,043-270-8541
대전 ,대전하나시티즌(재단법인 하나금융축구단),스포츠관람,대전광역시 유성구  월드컵대로 32 대전월드컵경기장,042-824-2002
경북 ,에코오브제,미술,경상북도 예천군 호명면 행복로 230 202동 12층 04호,1544-3174
경북 ,영양 작은영화관(재단법인 영양축제관광재단),영상,경상북도 영양군 영양읍 군민회관길 7 영양문화원 2층,054-683-7053
경기 ,TOPICABOOKS(주식회사 토피카),도서,경기도 성남시 중원구  양현로 411 시티오피스타워 711호,031-703-0919
서울 ,인터파크 도서,도서,서울특별시 강남구  삼성로 512 삼성동빌딩 10층,1577-2555
서울 ,삼성썬더스 SHOP(㈜조이포스플러스),체육용품,서울 중구 퇴계로36가길 90 ,02-356-0273
서울 ,창원LG SHOP(㈜조이포스플러스),체육용품,서울 중구 퇴계로36가길 90 ,02-356-0273
서울 ,YES24 도서(예스24),도서,서울특별시 영등포구  은행로 11 일신빌딩 5층~6층,1544-3800
서울 ,YES24 음반(예스24),음악,서울특별시 영등포구  은행로 11 일신빌딩 5층~6층,1544-3800
서울 ,포토몬(메이비원㈜),미술,서울 강서구 마곡중앙8로1길6 ,070-7167-5200
서울 ,페이지터너(주식회사 페이지터너),공연,서울특별시 마포구  양화로15안길 6 ,02-337-9966
경기 ,안성명품,미술,경기도 안성시  남파로 81 3층,031-671-1789
경기 ,성서원몰(유한회사 성서원),도서,경기도 고양시 덕양구  덕은로 60-12 ,02-765-0012
서울 ,한국방송통신대학교출판문화원,도서,서울특별시 종로구  이화장길 54 이화빌딩 ,02-3668-4761
전북 ,전남드래곤즈풋볼클럽(에스아이엘(SiL)),체육용품,전라북도 전주시 덕진구  기린대로 1055 월드컵경기장 ,063-211-0402
경기 ,MUSICPLANT(뮤직플랜트),음악,경기도 남양주시 화도읍 재재기로105번길 20-30 2층 28호,070-4784-0505
부산 ,부산여행특공대(주식회사 부산여행특공대),여행사,부산광역시 동구  중앙대로180번길 9 성신빌딩 202호 (초량동),051-469-4113
경남 ,경남 산청 지리산대포곶감마을,관광지,경남 산청군 삼장면 덕산대포로245번길 48 ,055-972-1022
강원 ,강원 삼척 덕풍계곡마을,관광지,강원 삼척시 가곡면 풍곡안길 17-18 ,033-576-0394
강원 ,강원 삼척 너와마을,관광지,강원 삼척시 도계읍 문의재로 1113 ,033-552-1659
강원 ,강원 춘천 박사마을,관광지,강원 춘천시 서면 당산1길 7 ,033-250-4110
충북 ,충북 보은 속리산관광마을,관광지,충북 보은군 속리산면 법주사로 258-14 ,043-544-5299
전남 ,전남 완도 금당도갯벌섬마을,관광지,전남 완도군 금당면 금당해변로 133 ,061-843-4077
경남 ,경남 하동 악양대봉감마을,관광지,경남 하동군 악양면 대축길 26 악양대봉감 정보화마을 ,055-880-6109
제주 ,제주 제주 저지예술마을,관광지,제주 제주시 한경면 중산간서로 3675 저지예술정보화마을 ,070-7098-4111
강원 ,강원 횡성 덕고마을,관광지,강원 횡성군 횡성읍 덕고로 410 ,033-343-8585
충북 ,충북 제천 월악산약초마을,관광지,충북 제천시 덕산면 약초로 82 ,043-641-4853
경남 ,경남 밀양 평리산대추마을,관광지,경남 밀양시 단장면 고례4길 7-3 ,055-353-5244
부산 ,부산 금정 금정산성마을,관광지,부산 금정구 땅곡길 2 ,051-518-0014
