가맹점명,소재지도로명주소,위도,경도,카테고리,메뉴
조서방순대국,서울특별시 광진구 긴고랑로 88 1층(중곡동),37.5604876,127.0851351,"순대,순댓국","순대국: 9,000원; 특순대국: 10,000원; 술국: 17,000원; 미니수육: 15,000원; 수육 소: 23,000원; 수육 중: 27,000원; 수육 대: 30,000원; 새콤달콤매콤 껍데기무침 소: 11,000원; 새콤달콤매콤 껍데기무침 중: 14,000원; 새콤달콤매콤 껍데기무침 대: 17,000원; 1인세트 순대국+껍데기무침: 14,000원; 2인세트 순대국2+껍데기무침: 23,000원; 조서방스페셜 수육+술국+껍데기무침: 45,000원; 소주: 5,000원; 막걸리: 4,000원"
조용한주택,서울특별시 광진구 동일로24길 24 1층1호,37.5436359,127.0664432,"스파게티,파스타전문",채끝등심 스테이크: 쫄깃한 식감과 고소한 맛을 내기위해 숙성시킨 채끝등심 스테이크 입니다.; 파리지앵 시금치 뇨끼: 감자로 만들어지는 이탈리아식 뇨끼가아닌 치즈와 버터가 주재료인 프랑스식 뇨끼; 화이트라구 파스타: 소고기와 야채 재료를넣고 직접끓인 닭육수와 오래 끓여낸 소스와 버무려진 파스타; 머쉬룸 파스타: 감칠맛 나게 볶은 버섯과 버섯 육수로 만든 크림소스와 함께먹는 파스타; 홍게 비스큐 파스타: 홍게를 이용해 만든 녹진한 갑각류 소스의 비스큐 파스타
조전네,서울특별시 광진구 긴고랑로22길 23 23-6 1층,37.5600558,127.0840652,"전,빈대떡","모듬전: 25,000원; 매콤고기전: 15,000원; 부추전: 10,000원; 김치전: 10,000원; 파전: 18,000원"
조현우국밥,서울특별시 광진구 자양로13길 60 1층,37.5340123,127.0813288,국밥,"맑은 돼지국밥: 이북식 돼지국밥과 밀양식 돼지국밥의 조리방법을 섞은 맑은 돼지국밥입니다. 잡부위를 넣지 않고 살코리로만 깊은 맛을 낸 깔끔하고 맑은 돼지국밥입니다.; 칼칼 돼지국밥: 기본돼지국밥에 다진청양고추와, 허브오일 추출법을 응용한 청양고추기름을 추가한 메뉴입니다.; 돼지갈비탕: 한그릇 든든하게 드실 수 있는 돼지갈비탕입니다. 소갈비탕과 비슷한 맛입니다. 하루 15그릇 한정입니다; 고사리해장국(4월부터9월까지): 제주도 고사리육개장보다 좀더 고기와 고사리를 으꺠 부드럽게 만든 해장국입니다.; 조현우국밥식 순대국밥(10월부터3월): 우거지, 들기름넣고 푹 끓인 순대국밥입니다.; 돼지안심구이: 돼지안심구이 200g 과 어울리는 제철 재료로 만든 술안주 메뉴입니다.; 갈비수육: 돼지갈비 13-14대 .제철 채소. 들깨 초장과 같이 서브 됩니다.; 접시수육: 6,000원; 편육: 편육 10점; 주류: 소주.맥주.잔술 있습니다. 각종주류 예약시 준비해드립니다.(콜키지 안됩니다"
족발명가,서울특별시 광진구 아차산로62길 14-2 (구의동),37.5390533,127.0935216,"족발,보쌈","뼈해장국: 10,000원; 감자탕: 28,000원; 보쌈: 39,000원; 영양뼈찜: 45,000원; 족발: 39,000원; 보쌈 모듬: 60,000원; 바지락칼국수: 8,000원; 보쌈한접시: 14,000원"
족발삼합,서울특별시 광진구 자양로15길 95 1층 (자양동),37.5346117,127.0784588,한식,백반: 찬류 7가지 가성비 갑...맛있는 반찬 최고입니다.; 보쌈 ( 3인 ~ 4인 ): 보쌈 ( 3 ~4인 ) 보쌈 한상; 보쌈 ( 2~3인 ): 보쌈 (2인 ~3인) 보쌈 한상; 삼합: 남도 음식 제대로 즐김
족발예찬,서울특별시 광진구 구의강변로 87 1층,37.5385047,127.0936527,"족발,보쌈","예찬족발 大: 39,000원; 예찬족발 中: 37,000원; 족발+보쌈 소: 41,000원; 직화불족 大: 41,000원; 직화불족 中: 39,000원; 반반족발 中: 38,000원; 보쌈 소: 34,000원; 막국수 大: 11,000원; 막국수 中: 6,000원; 마늘족발(중): 38,000원; 마늘족발(대): 41,000원; 마늘보쌈(대): 51,000원"
족제비제과,서울특별시 광진구 면목로 28 1층 왼쪽끝(군자동),37.5566614,127.0762972,케이크전문,"당일 케이크 (레터링케이크): 당일케이크는 카톡 족제비제과로 문의 주세요!!; 도시락 케이크(레터링케이크): 깜찍하고 귀여운 도시락 케이크; 1,2호 케이크 (레터링케이크): 1,2호 레터링 케이크; 입체, 동물 케이크(레터링케이크): 캐릭터, 동물 등 입체 케이크; 아메리카노: 3,000원; 화이트아메리카노: 3,500원; 라떼: 4,000원; 족제비라떼: 4,500원; 돌체라떼: 5,000원"
죠샌드위치,서울특별시 광진구 광나루로 604 105호,37.5415778,127.0949055,샌드위치,"샌드위치: 6,300원; 빠네디까사: 6,500원; 스모크바비큐: 6,900원; 파스트라미: 6,900원; 잡곡샌드위치: 6,300원; 연어아보카도: 6,800원; 베지테리언: 6,500원; 치아바타: 6,800원; 새우아보카도: 7,200원; 패스트리: 6,800원; 크로와상: 6,900원; 샐러드: 7,000원; 토스트: 4,500원; 베이글: 4,200원; 모짜렐라토마토: 7,800원"
주돈,서울특별시 광진구 군자로 168 1충(군자동),37.5557606,127.0774741,돼지고기구이,통삼겹살 (180g): 국내산 한돈을 숙성시켜 구웠을 때 촉촉한 육즙과 부드러운 식감이 일품인 통삼겹살; 통목살 (180g): 통으로 구워 속안에 육즙이 빠지지않아 촉촉하고 부드러운 식감으로 자꾸만 먹고싶은 통목살; 통가브리살 (150g): 부드럽고 씹는 맛이 좋으며 지방의 고소함까지 가지고 있어 구이용 돼지고기로 사랑받는 부위; 통항정살 (150g): 특유의 쫄깃하면서 부드러운 씹는맛과 담백하면서 뒤이어 고소한 기름기의 향연이 끝내줍니다.; 물/비빔냉면: 고기와 함께 먹을 때 가장 맛있다는 물냉면과 비빔냉면으로 고기의 느끼함을 날려보세요; 임실구워먹는치즈 6p: 구웠을때 기가막힌 풍미와 쫄깃한 맛으로 고기와 함께 드시면 더욱 맛있는 구워먹는치즈; 계란찜: 몽실몽실하게 올라온 계란찜은 부드러운 식감과 고소한 맛으로 인기 많은 사이드메뉴입니다.; 김치찌개(추가): 돼지고기 팍팍! 야채팍팍! 강한 불에서 보글보글 끓여내 더욱 맛있는 김치찌개 추가
주먹구구,서울특별시 광진구 광나루로 404 (화양동),37.5469692,127.0744061,돼지고기구이,"주먹갈비: 9,000원; 소갈비살: 17,000원; 오겹살: 13,000원; 항정살: 10,000원; 갈매기살: 10,000원; 주먹고기: 8,000원; 삼겹살: 8,000원; 돼지껍데기: 6,500원; 뒷고기: 8,000원; 계란말이: 7,000원; 칡냉면: 8,000원; 계란찜: 5,000원; 누룽지탕: 3,000원; 된장찌개: 3,000원"
주문진횟집,서울특별시 광진구 뚝섬로 499 1층,37.5361435,127.0658463,생선회,"막회: 40,000원; 도다리: 50,000원; 광어+우럭: 50,000원; 세꼬시: 45,000원; 점심물회: 10,000원; 회덮밥: 10,000원; 동태탕: 9,000원; 알탕: 9,000원; 회정식: 20,000원"
마마브런치,서울특별시 광진구 광나루로 394 1층,37.547232,127.073426,양식,연어 샐러드: 연어 + 샐러드 + 방울토마토 + 올리브; 버팔로윙 프렌치토스트 브런치: 버팔로윙 + 프렌치토스트 + 베이컨+소세지+샐러드+감자튀김; 쉬림프 샐러드: 쉬림프 + 샐러드 + 방울토마토 + 올리브; 치킨텐더 샐러드: 치킨텐더 + 샐러드 + 방울토마토 + 올리브; 치킨텐더 프렌치토스트 브런치: 치킨텐더 + 프렌치토스트 + 베이컨+소세지+샐러드+감자튀김; 몽실몽실 스크램블 프렌치토스트 브런치: 스크램블 + 프렌치토스트 + 베이컨+소세지+샐러드+감자튀김; 서니사이드업 프렌치토스트 브런치: 계란2개 + 프렌치토스트 + 베이컨+소세지+샐러드+감자튀김
마미가,서울특별시 광진구 아차산로51길 101 1층 1호 (구의동),37.5415311,127.0853329,한식,"제육덮밥: 7,000원; 카레덮밥: 7,000원; 참치김치덮밥: 7,000원; 오므라이스: 7,000원; 오징어덮밥: 8,000원"
마쇼마쇼,서울특별시 광진구 군자로 164 1층(군자동),37.5553611,127.0770942,한식,"삼치구이: 15,000원; 임연수구이: 15,000원; 고등어구이: 15,000원; 우럭구이: 20,000원; 광어구이: 20,000원"
마시내탕수육&치킨,서울특별시 광진구 자양로28길 21 (구의동),37.5422356,127.0855506,중식당,"일반탕수육 ㅣ: 새콤달콤한 토마토소스와 바삭한 탕수육의 맛있는 조화!; 피자탕수육 L: 토마토소스를 사용하여 건강에 초점을 맞춘 음식입니다. 부드러운 고기에 고소한 치즈가 듬뿍 토핑된 영양만점! 느끼하지 않아 아이들의 영양 간식으로 사랑받는 음식입니다.; 불피탕수육 L: 매콤달콤한 양념에 버무려진 탕수육과 비타민ㄴ이 풍부한 야채와 치즈토핑으로 영양이 넘치는 탕수육입니다.; 김치탕수육 L: 토마토소스에 발효시킨 김치를 사용한 깔끔한 김치소스는 한국인의 입맛에 딱! 새로운 맛을 표현하면서도 친숙한 탕수육입니다.; 양념 탕수육 L: 단맛을 줄이면서 양념 본질의 맛은 살려 자꾸만 끌리는 양념탕수육은 기존의 양념과는 달리 재료부터 차별을 두었습니다.; 간장 탕수육 L: 마늘간장소스를 탕수육에 발라 고소함과 마늘향이 입안을 즐겁게 해줍니다.; 김치피자탕수육 L: 김치와 피자를 하나로 결합시킨 특허받은 탕수육은 발효시킨 김치에 유산균과 단백질의 영양을 듬뿍 담아낸 고급 탕수육입니다.; 찐더탕수육 L: 찐더라는 말은 중국말로 '진짜,정말'이라는 뜻으로 고급 호텔에서 맛 볼 수 있는 럭셔리 탕수육.; 꿀맵닭: 꿀처럼 달콤하고 고추씨의 매콤한 조화 꿀맵닭!; 눈꽃치킨: 입안 가득 체다치즈가 눈이되어 내린다; 후라이드파닭: 부드러운 닭다리살과 매콤한 파의 절묘한 만남으로 후라이드만의 깔끔한 맛이 일품이며 초간장 소스를 곁들이면 더욱 맛있습니다.; 양념파닭: 양념에 파를 버무린 파닭은 매콤달콤하면서도 파의 향으로 색다른 맛이 강하게 느껴집니다.; 간장파닭: 마늘 간장소스의 짭잘한 맛이 파와 어울리면서 기분좋은 맛이 두드러집니다.; 치즈파닭: 마시내 양념 파닭에 100% 리얼 치즈를 얹어서 고소함을 더한 제품입니다.; 닭강정: 닭고기를 튀겨 양념으로 조려내고 고명으로 땅콩을 얹어 고소한 맛을 더한 일품요리로 지방이 적어 맛이 담백하고 소화 흡수가 잘됩니다."
온달어시장,서울특별시 광진구 아차산로65길 11 1층,37.5409397,127.0939401,생선회,"광어 소: 30,000원; 광어중: 38,000원; 광어 대: 50,000원; 우럭 중: 40,000원; 우럭 대: 55,000원"
온달어시장,서울특별시 광진구 아차산로65길 11 1층,37.5409397,127.0939401,생선회,"광어 소: 30,000원; 광어중: 38,000원; 광어 대: 50,000원; 우럭 중: 40,000원; 우럭 대: 55,000원"
마라하오 광진점,서울특별시 광진구 자양로26길 39 1층 101호(구의동),37.541429,127.0861036,마라탕,마라하오 구의점: 변동
마루벤벤,서울특별시 광진구 동일로20길 83 1층,37.5401983,127.0681381,중식당,"훠궈탕: 15,000원; 돼지귀무침: 15,000원; 건두부무침: 10,000원; 쑤러우: 10,000원; 오이무침: 8,000원; 옛날마라탕: 8,000원; 냉면: 7,000원; 볶음밥: 7,000원; 토마토설탕: 6,000원; 풋콩: 6,000원"
마루샤브아차산역점,서울특별시 광진구 천호대로 633 2층,37.5541938,127.0880415,샤브샤브,"소고기 샤브 세트 (평일런치): 23,800원; 소고기 샤브 세트 (평일디너): 29,000원; 소고기 샤브 세트 (주말/공휴일): 30,000원; 한우 샤브 세트 (평일런치): 27,000원; 한우 샤브 세트 (평일디너): 31,000원; 한우 샤브 세트 (주말/공휴일): 32,000원; 해물 샤브 세트 (평일런치): 30,000원; 해물 샤브 세트 (평일디너): 34,000원; 해물 샤브 세트 (주말/공휴일): 35,000원; 스페셜 샤브 세트 (평일런치): 33,000원; 스페셜 샤브 세트 (평일디너): 37,000원; 스페셜 샤브 세트 (주말/공휴일): 38,000원; 초등학생: 15,000원; 36개춸이상 미취학: 8,000원"
마르샤브구의점,서울특별시 광진구 아차산로 355 B101 (자양동),37.5373648,127.0825663,샤브샤브,"소고기 샤브 세트 (평일런치): 23,800원; 소고기 샤브 세트 (평일디너): 29,000원; 소고기 샤브 세트 (주말/공휴일): 30,000원; 한우 샤브 세트 (평일런치): 27,000원; 한우 샤브 세트 (평일디너): 31,000원; 한우 샤브 세트 (주말/공휴일): 32,000원; 해물 샤브 세트 (평일런치): 30,000원; 해물 샤브 세트 (평일디너): 34,000원; 해물 샤브 세트 (주말/공휴일): 35,000원; 스페셜 샤브 세트 (평일런치): 33,000원; 스페셜 샤브 세트 (평일디너): 37,000원; 스페셜 샤브 세트 (주말/공휴일): 38,000원; 초등학생: 15,000원; 36개춸이상 미취학: 8,000원"
마리모,서울특별시 광진구 면목로 22-1 1층 (군자동),37.5560648,127.0760443,이자카야,"모찌리도후: 모짜렐라의 식감과 마스카포네 치즈 풍미가 함께 어우러진것 같은 두부요리.; 모츠나베 (시오/미소): 한우 대창과 각종 야채가 들어간 감칠맛 풍미의 전골; 아까지고쿠 나베: 마라소스 베이스에 각종 고기와 야채가 들어간 '보통 맵기' 의 얼큰한 전골; 사시미 모리아와세 2pcs: 광어,도미,연어,전복,호타태,단새우,아까미 등 모리당 2pcs,10모리의 모듬사시미; 츠쿠네 3종 모듬: 와사비, 치즈, 명란마요 3가지 토핑이 올라간 고기완자구이; 메로구이: 메로 카마살을 숯불에 구워 특제 타레 소스를 버무린 요리; 징기즈칸 양갈비 구이: 숯불 향을 잘 입혀 돌판에 제공되는 양갈비 구이; 꼬치 10종세트: 닭날개,닭다리살,항정살,토마토삼겹,똥집,염통,껍질,목살,은행,버섯삼겹 중 오마카세 10종; 도미머리 매운 조림: 매콤한 소스의 조림요리; 항정 미소야끼: 돼지 항정살을 특제 미소소스에 장시간 숙성시켜 숯불에 구워낸 요리; 유린기: 닭다리살 튀김에 매콤,새콤한 소스를 끼얹은 요리; 테바아게 (닭날개 튀김): 닭날개 튀김 요리로 소유 / 시오코쇼 소스 중 택1; 생선 고추소스 찜: 고추 소스를 버무린 파 향기 가득한 생선 찜; 우니 에비: 단새우 사시미와 우니를 곁들인 요리; 야끼 교자 (고기/새우): 육즙과 풍미가 절묘"
마마돈까스,서울특별시 광진구 광나루로56길 85 지하1층 (구의동),37.5357272,127.0957117,한식,"등심돈까스: 9,000원; 안심돈까스: 10,000원; 치킨까스: 9,000원; 퐁듀치즈돈까스: 12,000원; 뚝배기돈까스: 9,500원; 생선까스: 9,000원"
리하이,서울특별시 광진구 아차산로 444 1층101호(구의동.와이엔오피스텔),37.5385639,127.0919773,중식당,"볶음밥: 7,000원; 새우 볶음밥: 9,000원; 해물 볶음밥: 9,000원; 잡채밥: 8,000원; 해물 잡채밥: 9,500원; 리하이짬뽕(소고기): 9,000원; 해물 짬뽕: 9,000원; 해물 우동: 9,000원; 낙지 볶음짬뽕 (2인기준): 19,000원; 어린이 짜장: 3,500원; 리하이 짜장: 6,000원; 해물 간짜장: 9,000원; 고추 짜장: 9,000원; 낙지 쟁반짜장 (2인기준): 19,000원"
릴 버거,서울특별시 광진구 자양강변길 89 1층,37.532677,127.0638982,햄버거,"No.1 치즈버거: 와규 패티, 아메리칸 치즈, 갈릭 마요, 시그니처 소스, 적양파; No.2 클래식 버거: 와규 패티, 치즈, 로메인, 토마토, 적양파, 수제 베이컨 잼, 갈릭 마요, 시그니쳐 소스; No. 3 (할라피뇨 큐민 버거): 냉장 와규 패티, 치즈, 수제 큐민 갈비 소스, 적양파, 구운 토마토, 수제 할라피뇨 잼; 감자튀김: 5,500원; 고구마튀김: 국내산 고구마를 썰어 튀긴 후 메이플 시럽을 바른 튀김; 어니언링: 6,500원; 릴 수제 피클: 백오이 + 샐러리 + 블랙 올리브; 스텔라 아르투아: 7,000원; 리치몬드 라거: 8,000원; 바이엔슈테판 헤페 바이져: 8,000원; 맥파이 봄마실: 9,000원"
링동,서울특별시 광진구 긴고랑로36길 42 1층,37.557483,127.0904349,"카페,디저트","수제르뱅쿠키(초콜렛칩,말차화이트,황치즈스모어,오레오스모어,레드벨벳크림치즈,당근크림치즈,콘치즈): 재료가 듬뿍 들어간 두툼한 수제 르뱅쿠키입니다 :); 휘낭시에(기본,헤이즐넛,초코,크림치즈): 2,200~2,500원; 딸기라떼: 딸기가 듬뿍 들어간 딸기라떼입니다:); 아메리카노(HOT,ICE): 3,500원; 바닐라라떼: 4,000원; 블루레몬에이드(수제청): 5,000원; 패션후르츠에이드(수제청): 5,000원"
마가을고기,서울특별시 광진구 군자로 94-1 1층,37.5515766,127.0713237,"육류,고기요리","대패삼겹살: 11,000원; 삼겹살: 11,000원; 목살: 11,000원; 항정살: 12,000원; 가브리살: 12,000원; 김치찌개: 8,000원; 된장찌개: 8,000원; 고기덮밥: 8,000원; 된장찌개 추가: 6,900원; 야채 추가: 2,000원; 꽃갈비: 22,000원; 안심: 18,000원; 살치살: 16,000원; 부채살: 15,000원; 등심: 13,000원"
마녀짬뽕,서울특별시 광진구 능동로31길 16 1층 (군자동),37.5558969,127.0776195,한식,"불마녀뽕: 7,200원; 탕수육 1인분: 7,000원; 흑마녀뽕: 6,500원; 치즈피자: 17,500원; 크림뽕: 8,500원; 홍크림뽕: 8,900원; 백마녀뽕: 6,500원; 마녀뽕: 6,500원"
마니아우동,서울특별시 광진구 긴고랑로 25 (중곡동),37.5635418,127.0792966,"우동,소바","우동: 5,000원; 얼큰우동: 5,500원; 짜장: 5,000원; 김밥: 3,500원; 짜장밥: 5,500원; 멸치국수: 5,000원; 비빔국수: 6,500원; 비빔우동: 6,500원; 칡냉면: 7,000원; 콩국수: 8,000원; 어묵우동: 6,000원; 계란김밥: 4,500원; 어묵국수: 6,000원; 얼큰국수: 5,500원; 냉국수: 6,000원"
마담순살떡볶이,서울특별시 광진구 광나루로36길 50 1층,37.5428065,127.0859623,떡볶이,마담세트: 마떡의 대표떡볶이와 매콤하고 고소하고 바삭하고 촉촉한 순살치킨을 함께 즐길수 있는 마담떡볶이의 대표메뉴; 기쁨세트: 황금비율소스로 만든 마떡의 대표떡볶이와 종류별로 구성이 꽉찬!! 퀄리티 대박인 모듬튀김을 함께 즐길수 있는 메뉴. 떡볶이와 튀김은 찰떡궁합!!; 투움바떡볶이: 다들 생각하고 계시는 바로 그맛!! 크림+베이컨+치즈의 깊은 고소함!! 끝에 감도는 매콤함은 덤!! 남녀노소 이유불문 한번드시면 헤어나올수 없는 맛! 마떡의 시크니처떡볶이; 순살치블링: 블링 블링 치블링!! 고~소하고 달콤~한 치즈의 깊은 풍미가 다 먹은후까지 입안에 맴돌아 나를 미치게 하는맛!! 먹고있어도 또 먹고싶다!! 치블링~; 순살파닭: 한때 치킨계를 평정하던 파닭! 내가 돌아왔다!! 치킨의 퀄리티가 어떤가에 따라 파닭의 맛이 어떻게 바뀌는지를 경험하게 되실껍니다. 일주일 3닭 보장합니다!!; 순살마늘간장: 마떡의 간장치킨은 평범함을 거부한다! 짜기만 한 간장치킨은 가라!!! 풍부하고 깊은 알싸함까지 갖춘 마늘과 달콤새콤 세포하나하나 자극하는 궁극의 간장의 만남! 최고에요!
마라입구,서울특별시 광진구 광나루로 352 1층 (화양동),37.5480066,127.0687992,중식당,"양저우볶음밥: 7,000원; 계란토마토덮밥: 8,000원; 마파두부덮밥: 8,000원; 가지덮밥: 8,000원; 어향육슬덮밥: 12,000원; 소룡포: 8,000원; 마라탕: 변동; 마라샹궈: 변동; 꿔바로우 소: 11,900원; 꿔바로우 대: 15,900원; 옥수수콘튀김 일반: 11,900원"
마라전설 구의점,서울특별시 광진구 자양로 109 1층 103호,37.5373594,127.0830303,중식당,"마라탕 100g: 1,900원; 마라샹궈 100g: 3,000원; 마라반 100g: 2,200원; 꿔바로우 소: 9,900원; 꿔바로우 대: 15,000원"
마라하오,서울특별시 광진구 자양로22길 33 1층 일부,37.539728,127.0851965,마라탕,"꿔바로우: 새콤달콤 꿔바로우(소); 마라샹궈: 떡,넙적당면,분모자,피쉬볼,소고기,유부,푸주,포두부,알배추,숙주,청경채,팽이버섯,백목이버섯; 마라탕: [떡,당면,소세지,푸주(건두부),포두부,배추,숙주,청경채,팽이버섯,백목이버섯] [소고기X]; 마라볶음밥: 마라새우볶음밥, 맛있는 새우볶음밥이 얼얼매콤; 새우볶음밥: 중국집보다 맛있는 새우볶음밥"
온누리할매순대국(군자역점),서울특별시 광진구 능동로 323 .,37.5585464,127.0799864,"순대,순댓국","할매국밥: 5,000원; 순대국: 8,000원; 모듬순대국: 7,000원; 뼈해장국: 9,000원; 황태해장국: 6,000원"
롯데리아 구의역점,서울특별시 광진구 아차산로 370 1층2호,37.5364482,127.0840372,햄버거,"더블 한우불고기: 한우를 사용한 패티 2장 구성으로 육즙 가득! 묵직한 육풍미를 특징으로 한 프리미엄 버거; 한우불고기버거: 브리오쉬번에 국내산 한우를 사용한 패티, 신선한 야채, 특제소스로 완성한 프리미엄 햄버거; 핫크리스피버거: 닭가슴살 패티로 만든 매콤 화끈한 프리미엄 치킨버거; 빅불: 불고기패티 2장으로 더 진하고 더 커진 빅 불고기버거; 데리버거: 쇠고기패티에 달콤 짭짤한 데리소스를 더한 가성비 버거; 새우버거: 새우살을 가득넣어 더 맛있어진 오리지널 새우버거; 불고기버거: 두툼한 쇠고기패티와 한국적인 맛의 소스가 잘 조화된 롯데리아 대표 버거"
롯데리아 중곡점,서울특별시 광진구 면목로 136 1층 (중곡동 창원빌딩),37.5654216,127.0811696,햄버거,"더블 한우불고기: 한우를 사용한 패티 2장 구성으로 육즙 가득! 묵직한 육풍미를 특징으로 한 프리미엄 버거; 한우불고기버거: 브리오쉬번에 국내산 한우를 사용한 패티, 신선한 야채, 특제소스로 완성한 프리미엄 햄버거; 핫크리스피버거: 닭가슴살 패티로 만든 매콤 화끈한 프리미엄 치킨버거; 빅불: 불고기패티 2장으로 더 진하고 더 커진 빅 불고기버거; 데리버거: 쇠고기패티에 달콤 짭짤한 데리소스를 더한 가성비 버거; 새우버거: 새우살을 가득넣어 더 맛있어진 오리지널 새우버거; 불고기버거: 두툼한 쇠고기패티와 한국적인 맛의 소스가 잘 조화된 롯데리아 대표 버거"
롱메,서울특별시 광진구 긴고랑로8길 79 1층,37.5600306,127.0773535,일식당,"아부라소바: 10,000원; 커리 아부라소바: 11,000원"
류가네국밥&전,서울특별시 광진구 긴고랑로 45 1층,37.562828,127.0813599,한식,"머리국밥: 8,000원"
